school_to_school,distance,distance_mi,town_1,town_2,loc1,lat1,lon1,loc2,lat2,lon2,district_code_x,district_name_x,district_code_y,district_name_y,avg_class_size_x,avg_class_size_y,african_american_pct_x,asian_pct_x,hispanic_pct_x,white_pct_x,native_american_pct_x,nhpi_pct_x,mrnh_pct_x,african_american_pct_y,asian_pct_y,hispanic_pct_y,white_pct_y,native_american_pct_y,nhpi_pct_y,mrnh_pct_y,ap_pct_score_3-5_x,ap_pct_score_3-5_y,attend_uni_(pct)_x,attend_uni_(pct)_y,private_four-year_(pct)_x,private_four-year_(pct)_y,pct_graduated_x,pct_graduated_y,pct_dropped_out_x,pct_dropped_out_y,school_name_x,school_name_y,pop_census_2020_x,pop_census_2020_y,hisp_latino_pct_x,hisp_latino_pct_y,white_pop_nhl_x,white_pop_nhl_y,foreign_born_pct_x,foreign_born_pct_y,median_household_income_x,median_household_income_y,per_cap_income_12_mos_x,per_cap_income_12_mos_y,pop_sq_mo_2010_x,pop_sq_mo_2010_y
Andover-Manchester,32.92738687,20.460129563002276,Andover,Manchester,2,42.657187,-71.155438,16,42.582062,-70.766188,90000.0,Andover,6980000.0,Manchester Essex Regional,12.3,14.8,2.7,19.0,7.9,66.5,0.1,0.1,3.7,0.5,1.2,1.3,96.5,0.0,0.0,0.6,74.4,77.7,81.1,83.0,52.4,40.9,95.2,99.1,0.9,0.0,Andover High School,Manchester Essex Regional High School,9735,5395,0.025,0.015,0.847,0.971,0.135,0.078,95600,148854,55457,74989,2376.6,556.5
Salem-Methuen,32.98967803,20.498835495217957,Salem,Methuen,28,42.506312,-70.911563,19,42.733063,-71.171563,2580000.0,Salem,1810000.0,Methuen,13.5,18.3,6.6,2.6,43.9,42.4,0.0,0.0,4.5,3.8,3.7,46.0,42.6,0.1,0.1,3.9,56.1,46.2,50.2,60.0,27.3,29.0,73.9,93.2,10.9,2.7,Salem High School,Methuen High School,44480,53059,0.178,0.295,0.718,0.609,0.146,0.223,68808,77484,38400,35387,4992.9,2124.0
Saugus-Gloucester,33.05797556,20.54127361270812,Saugus,Gloucester,30,42.460813,-71.022437,8,42.613438,-70.676187,2620000.0,Saugus,1070000.0,Gloucester,17.0,13.1,5.4,5.5,22.8,62.5,0.8,0.4,2.6,1.8,1.2,12.9,79.7,0.3,0.3,3.8,50.6,55.0,63.0,49.2,36.3,39.1,87.7,83.7,7.3,5.8,Saugus High School,Gloucester High School,28619,29729,0.086,0.024,0.833,0.919,0.132,0.086,88667,72574,39790,43321,2467.0,1099.0
Manchester-Amesbury,33.19674706,20.6275022248012,Manchester,Amesbury,6,42.582062,-70.766188,1,42.851062,-70.942437,6980000.0,Manchester Essex Regional,70000.0,Amesbury,14.8,15.1,0.5,1.2,1.3,96.5,0.0,0.0,0.6,1.9,1.2,9.7,82.6,0.2,0.1,4.3,77.7,58.7,83.0,67.5,40.9,33.3,99.1,87.9,0.0,3.0,Manchester Essex Regional High School,Amesbury High School,5395,17366,0.015,0.025,0.971,0.938,0.078,0.043,148854,82468,74989,42607,556.5,1327.8
Manchester-Lawrence,33.28336572,20.681324564641606,Manchester,Lawrence,16,42.582062,-70.766188,13,42.691187,-71.145062,6980000.0,Manchester Essex Regional,1490000.0,Lawrence,14.8,17.9,0.5,1.2,1.3,96.5,0.0,0.0,0.6,1.3,1.2,93.8,3.2,0.0,0.0,0.4,77.7,23.8,83.0,45.7,40.9,19.6,99.1,72.8,0.0,8.8,Manchester Essex Regional High School,Lawrence High School,5395,89143,0.015,0.806,0.971,0.148,0.078,0.406,148854,44613,74989,20858,556.5,11028.0
Merrimac-Gloucester,33.37191312,20.736345367951014,Merrimac,Gloucester,18,42.782938,-71.013188,8,42.613438,-70.676187,7450000.0,Pentucket,1070000.0,Gloucester,16.3,13.1,0.4,1.2,6.0,89.9,0.1,0.0,2.5,1.8,1.2,12.9,79.7,0.3,0.3,3.8,63.3,55.0,80.2,49.2,40.4,39.1,94.7,83.7,3.2,5.8,Pentucket Regional High School,Gloucester High School,6723,29729,0.024,0.024,0.956,0.919,0.033,0.086,84609,72574,44616,43321,749.3,1099.0
Rockport-Lynn,33.60951706,20.8839856108975,Rockport,Lynn,26,42.652187,-70.609562,14,42.476687,-70.943687,2520000.0,Rockport,1630000.0,Lynn,14.7,15.4,0.7,1.8,3.6,90.4,0.0,0.1,3.4,8.2,7.5,67.9,13.0,0.3,0.0,3.1,38.8,23.3,66.7,41.1,48.0,27.8,94.9,79.0,1.3,13.7,Rockport High School,Lynn Classical High School + Lynn English High School,6992,101253,0.007,0.428,0.965,0.359,0.029,0.367,85208,56181,51122,26291,994.4,8409.5
Lynn-Methuen,34.0663933,21.167875343829028,Lynn,Methuen,14,42.476687,-70.943687,19,42.733063,-71.171563,1630000.0,Lynn,1810000.0,Methuen,15.4,18.3,8.2,7.5,67.9,13.0,0.3,0.0,3.1,3.8,3.7,46.0,42.6,0.1,0.1,3.9,23.3,46.2,41.1,60.0,27.8,29.0,79.0,93.2,13.7,2.7,Lynn Classical High School + Lynn English High School,Methuen High School,101253,53059,0.428,0.295,0.359,0.609,0.367,0.223,56181,77484,26291,35387,8409.5,2124.0
Amesbury-Peabody,34.17986949,21.238386179045992,Amesbury,Peabody,1,42.851062,-70.942437,25,42.544562,-70.974187,70000.0,Amesbury,2290000.0,Peabody,15.1,16.4,1.9,1.2,9.7,82.6,0.2,0.1,4.3,3.8,2.1,19.4,72.5,0.2,0.0,2.0,58.7,56.5,67.5,60.9,33.3,37.7,87.9,88.0,3.0,5.9,Amesbury High School,Peabody Veterans Memorial High School,17366,54481,0.025,0.099,0.938,0.827,0.043,0.154,82468,73217,42607,40095,1327.8,3161.4
Newburyport-Salem,34.18597167,21.242177897894187,Newburyport,Salem,23,42.813187,-70.886188,28,42.506312,-70.911563,2040000.0,Newburyport,2580000.0,Salem,14.0,13.5,0.9,1.9,4.3,90.3,0.0,0.0,2.6,6.6,2.6,43.9,42.4,0.0,0.0,4.5,62.0,56.1,81.5,50.2,43.4,27.3,94.6,73.9,0.5,10.9,Newburyport High School,Salem High School,18289,44480,0.028,0.178,0.924,0.718,0.075,0.146,109839,68808,64018,38400,2086.2,4992.9
Gloucester-Amesbury,34.22064444,21.26372255824968,Gloucester,Amesbury,8,42.613438,-70.676187,1,42.851062,-70.942437,1070000.0,Gloucester,70000.0,Amesbury,13.1,15.1,1.8,1.2,12.9,79.7,0.3,0.3,3.8,1.9,1.2,9.7,82.6,0.2,0.1,4.3,55.0,58.7,49.2,67.5,39.1,33.3,83.7,87.9,5.8,3.0,Gloucester High School,Amesbury High School,29729,17366,0.024,0.025,0.919,0.938,0.086,0.043,72574,82468,43321,42607,1099.0,1327.8
Marblehead-Groveland,34.38284814,21.36451126434109,Marblehead,Groveland,17,42.492438,-70.869187,9,42.782938,-71.013188,1680000.0,Marblehead,7450000.0,Pentucket,16.2,16.3,3.0,1.4,6.9,85.2,0.0,0.0,3.4,0.4,1.2,6.0,89.9,0.1,0.0,2.5,65.2,63.3,79.1,80.2,45.5,40.4,95.1,94.7,0.8,3.2,Marblehead High School,Pentucket Regional High School,20441,6752,0.05,0.032,0.911,0.959,0.105,0.025,123333,103125,69148,44709,4515.5,727.1
Merrimac-Lynn,34.52498454,21.4528307283514,Merrimac,Lynn,18,42.782938,-71.013188,14,42.476687,-70.943687,7450000.0,Pentucket,1630000.0,Lynn,16.3,15.4,0.4,1.2,6.0,89.9,0.1,0.0,2.5,8.2,7.5,67.9,13.0,0.3,0.0,3.1,63.3,23.3,80.2,41.1,40.4,27.8,94.7,79.0,3.2,13.7,Pentucket Regional High School,Lynn Classical High School + Lynn English High School,6723,101253,0.024,0.428,0.956,0.359,0.033,0.367,84609,56181,44616,26291,749.3,8409.5
Swampscott-Groveland,34.63095417,21.51867720344836,Swampscott,Groveland,21,42.479062,-70.920438,9,42.782938,-71.013188,2910000.0,Swampscott,7450000.0,Pentucket,16.8,16.3,3.7,2.7,12.1,78.1,0.2,0.0,3.1,0.4,1.2,6.0,89.9,0.1,0.0,2.5,68.8,63.3,77.5,80.2,37.1,40.4,95.7,94.7,0.6,3.2,Swampscott High School,Pentucket Regional High School,15111,6752,0.025,0.032,0.917,0.959,0.129,0.025,113407,103125,56405,44709,4560.1,727.1
Methuen-Swampscott,34.93008378,21.70454772517829,Methuen,Swampscott,19,42.733063,-71.171563,31,42.479062,-70.920438,1810000.0,Methuen,2910000.0,Swampscott,18.3,16.8,3.8,3.7,46.0,42.6,0.1,0.1,3.9,3.7,2.7,12.1,78.1,0.2,0.0,3.1,46.2,68.8,60.0,77.5,29.0,37.1,93.2,95.7,2.7,0.6,Methuen High School,Swampscott High School,53059,15111,0.295,0.025,0.609,0.917,0.223,0.129,77484,113407,35387,56405,2124.0,4560.1
Rockport-Amesbury,35.03921085,21.77235614252541,Rockport,Amesbury,26,42.652187,-70.609562,1,42.851062,-70.942437,2520000.0,Rockport,70000.0,Amesbury,14.7,15.1,0.7,1.8,3.6,90.4,0.0,0.1,3.4,1.9,1.2,9.7,82.6,0.2,0.1,4.3,38.8,58.7,66.7,67.5,48.0,33.3,94.9,87.9,1.3,3.0,Rockport High School,Amesbury High School,6992,17366,0.007,0.025,0.965,0.938,0.029,0.043,85208,82468,51122,42607,994.4,1327.8
Salem-Haverhill,35.0824625,21.799231471755373,Salem,Haverhill,28,42.506312,-70.911563,11,42.787188,-71.106938,2580000.0,Salem,1280000.0,Haverhill,13.5,17.2,6.6,2.6,43.9,42.4,0.0,0.0,4.5,5.2,1.8,40.9,49.7,0.2,0.1,2.1,56.1,48.4,50.2,56.9,27.3,28.5,73.9,80.4,10.9,7.7,Salem High School,Haverhill High School,44480,67787,0.178,0.232,0.718,0.697,0.146,0.107,68808,69426,38400,33918,4992.9,1846.5
Amesbury-Lynnfield,35.47446151,22.042808363077896,Amesbury,Lynnfield,1,42.851062,-70.942437,15,42.539063,-71.033062,70000.0,Amesbury,1640000.0,Lynnfield,15.1,17.6,1.9,1.2,9.7,82.6,0.2,0.1,4.3,1.9,6.9,5.8,82.2,0.0,0.0,3.2,58.7,67.0,67.5,85.4,33.3,44.0,87.9,97.5,3.0,1.3,Amesbury High School,Lynnfield High School,17366,13000,0.025,0.024,0.938,0.907,0.043,0.078,82468,128641,42607,63191,1327.8,1173.4
Marblehead-Newburyport,35.69275115,22.178447256449367,Marblehead,Newburyport,17,42.492438,-70.869187,23,42.813187,-70.886188,1680000.0,Marblehead,2040000.0,Newburyport,16.2,14.0,3.0,1.4,6.9,85.2,0.0,0.0,3.4,0.9,1.9,4.3,90.3,0.0,0.0,2.6,65.2,62.0,79.1,81.5,45.5,43.4,95.1,94.6,0.8,0.5,Marblehead High School,Newburyport High School,20441,18289,0.05,0.028,0.911,0.924,0.105,0.075,123333,109839,69148,64018,4515.5,2086.2
Saugus-Groveland,35.82665917,22.26165384218731,Saugus,Groveland,30,42.460813,-71.022437,34,42.782938,-71.013188,2620000.0,Saugus,7450000.0,Pentucket,17.0,16.3,5.4,5.5,22.8,62.5,0.8,0.4,2.6,0.4,1.2,6.0,89.9,0.1,0.0,2.5,50.6,63.3,63.0,80.2,36.3,40.4,87.7,94.7,7.3,3.2,Saugus High School,Pentucket Regional High School,28619,6752,0.086,0.032,0.833,0.959,0.132,0.025,88667,103125,39790,44709,2467.0,727.1
Haverhill-Manchester,36.00014733,22.36945438661742,Haverhill,Manchester,11,42.787188,-71.106938,16,42.582062,-70.766188,1280000.0,Haverhill,6980000.0,Manchester Essex Regional,17.2,14.8,5.2,1.8,40.9,49.7,0.2,0.1,2.1,0.5,1.2,1.3,96.5,0.0,0.0,0.6,48.4,77.7,56.9,83.0,28.5,40.9,80.4,99.1,7.7,0.0,Haverhill High School,Manchester Essex Regional High School,67787,5395,0.232,0.015,0.697,0.971,0.107,0.078,69426,148854,33918,74989,1846.5,556.5
Rockport-Groveland,36.03736124,22.392578038158675,Rockport,Groveland,26,42.652187,-70.609562,9,42.782938,-71.013188,2520000.0,Rockport,7450000.0,Pentucket,14.7,16.3,0.7,1.8,3.6,90.4,0.0,0.1,3.4,0.4,1.2,6.0,89.9,0.1,0.0,2.5,38.8,63.3,66.7,80.2,48.0,40.4,94.9,94.7,1.3,3.2,Rockport High School,Pentucket Regional High School,6992,6752,0.007,0.032,0.965,0.959,0.029,0.025,85208,103125,51122,44709,994.4,727.1
Marblehead-Methuen,36.44426431,22.64541588297923,Marblehead,Methuen,17,42.492438,-70.869187,19,42.733063,-71.171563,1680000.0,Marblehead,1810000.0,Methuen,16.2,18.3,3.0,1.4,6.9,85.2,0.0,0.0,3.4,3.8,3.7,46.0,42.6,0.1,0.1,3.9,65.2,46.2,79.1,60.0,45.5,29.0,95.1,93.2,0.8,2.7,Marblehead High School,Methuen High School,20441,53059,0.05,0.295,0.911,0.609,0.105,0.223,123333,77484,69148,35387,4515.5,2124.0
Rockport-Lynnfield,36.877576,22.91466328343544,Rockport,Lynnfield,26,42.652187,-70.609562,15,42.539063,-71.033062,2520000.0,Rockport,1640000.0,Lynnfield,14.7,17.6,0.7,1.8,3.6,90.4,0.0,0.1,3.4,1.9,6.9,5.8,82.2,0.0,0.0,3.2,38.8,67.0,66.7,85.4,48.0,44.0,94.9,97.5,1.3,1.3,Rockport High School,Lynnfield High School,6992,13000,0.007,0.024,0.965,0.907,0.029,0.078,85208,128641,51122,63191,994.4,1173.4
Haverhill-Saugus,36.94393155,22.955894710502044,Haverhill,Saugus,11,42.787188,-71.106938,30,42.460813,-71.022437,1280000.0,Haverhill,2620000.0,Saugus,17.2,17.0,5.2,1.8,40.9,49.7,0.2,0.1,2.1,5.4,5.5,22.8,62.5,0.8,0.4,2.6,48.4,50.6,56.9,63.0,28.5,36.3,80.4,87.7,7.7,7.3,Haverhill High School,Saugus High School,67787,28619,0.232,0.086,0.697,0.833,0.107,0.132,69426,88667,33918,39790,1846.5,2467.0
Haverhill-Lynn,37.01913185,23.0026220104014,Haverhill,Lynn,11,42.787188,-71.106938,14,42.476687,-70.943687,1280000.0,Haverhill,1630000.0,Lynn,17.2,15.4,5.2,1.8,40.9,49.7,0.2,0.1,2.1,8.2,7.5,67.9,13.0,0.3,0.0,3.1,48.4,23.3,56.9,41.1,28.5,27.8,80.4,79.0,7.7,13.7,Haverhill High School,Lynn Classical High School + Lynn English High School,67787,101253,0.232,0.428,0.697,0.359,0.107,0.367,69426,56181,33918,26291,1846.5,8409.5
Manchester-Methuen,37.15911013,23.089600480819158,Manchester,Methuen,6,42.582062,-70.766188,19,42.733063,-71.171563,6980000.0,Manchester Essex Regional,1810000.0,Methuen,14.8,18.3,0.5,1.2,1.3,96.5,0.0,0.0,0.6,3.8,3.7,46.0,42.6,0.1,0.1,3.9,77.7,46.2,83.0,60.0,40.9,29.0,99.1,93.2,0.0,2.7,Manchester Essex Regional High School,Methuen High School,5395,53059,0.015,0.295,0.971,0.609,0.078,0.223,148854,77484,74989,35387,556.5,2124.0
Swampscott-Newburyport,37.25846142,23.15133451011449,Swampscott,Newburyport,31,42.479062,-70.920438,23,42.813187,-70.886188,2910000.0,Swampscott,2040000.0,Newburyport,16.8,14.0,3.7,2.7,12.1,78.1,0.2,0.0,3.1,0.9,1.9,4.3,90.3,0.0,0.0,2.6,68.8,62.0,77.5,81.5,37.1,43.4,95.7,94.6,0.6,0.5,Swampscott High School,Newburyport High School,15111,18289,0.025,0.028,0.917,0.924,0.129,0.075,113407,109839,56405,64018,4560.1,2086.2
Gloucester-North Andover,37.29219262,23.172294105998617,Gloucester,North Andover,8,42.613438,-70.676187,24,42.700563,-71.116563,1070000.0,Gloucester,2110000.0,North Andover,13.1,18.0,1.8,1.2,12.9,79.7,0.3,0.3,3.8,2.9,7.6,13.5,72.5,0.1,0.1,3.3,55.0,80.0,49.2,83.0,39.1,48.4,83.7,97.3,5.8,0.3,Gloucester High School,North Andover High School,29729,30915,0.024,0.076,0.919,0.811,0.086,0.119,72574,108070,43321,54939,1099.0,1077.8
Swampscott-Haverhill,37.50547364,23.30482078720043,Swampscott,Haverhill,21,42.479062,-70.920438,11,42.787188,-71.106938,2910000.0,Swampscott,1280000.0,Haverhill,16.8,17.2,3.7,2.7,12.1,78.1,0.2,0.0,3.1,5.2,1.8,40.9,49.7,0.2,0.1,2.1,68.8,48.4,77.5,56.9,37.1,28.5,95.7,80.4,0.6,7.7,Swampscott High School,Haverhill High School,15111,67787,0.025,0.232,0.917,0.697,0.129,0.107,113407,69426,56405,33918,4560.1,1846.5
Newburyport-Lynn,37.7114836,23.432829441197484,Newburyport,Lynn,23,42.813187,-70.886188,14,42.476687,-70.943687,2040000.0,Newburyport,1630000.0,Lynn,14.0,15.4,0.9,1.9,4.3,90.3,0.0,0.0,2.6,8.2,7.5,67.9,13.0,0.3,0.0,3.1,62.0,23.3,81.5,41.1,43.4,27.8,94.6,79.0,0.5,13.7,Newburyport High School,Lynn Classical High School + Lynn English High School,18289,101253,0.028,0.428,0.924,0.359,0.075,0.367,109839,56181,64018,26291,2086.2,8409.5
Haverhill-Marblehead,38.11016889,23.68056099428028,Haverhill,Marblehead,11,42.787188,-71.106938,17,42.492438,-70.869187,1280000.0,Haverhill,1680000.0,Marblehead,17.2,16.2,5.2,1.8,40.9,49.7,0.2,0.1,2.1,3.0,1.4,6.9,85.2,0.0,0.0,3.4,48.4,65.2,56.9,79.1,28.5,45.5,80.4,95.1,7.7,0.8,Haverhill High School,Marblehead High School,67787,20441,0.232,0.05,0.697,0.911,0.107,0.105,69426,123333,33918,69148,1846.5,4515.5
Amesbury-Salem,38.41744249,23.871491956767866,Amesbury,Salem,1,42.851062,-70.942437,28,42.506312,-70.911563,70000.0,Amesbury,2580000.0,Salem,15.1,13.5,1.9,1.2,9.7,82.6,0.2,0.1,4.3,6.6,2.6,43.9,42.4,0.0,0.0,4.5,58.7,56.1,67.5,50.2,33.3,27.3,87.9,73.9,3.0,10.9,Amesbury High School,Salem High School,17366,44480,0.025,0.178,0.938,0.718,0.043,0.146,82468,68808,42607,38400,1327.8,4992.9
Gloucester-Lawrence,39.30774665,24.42470131212901,Gloucester,Lawrence,8,42.613438,-70.676187,13,42.691187,-71.145062,1070000.0,Gloucester,1490000.0,Lawrence,13.1,17.9,1.8,1.2,12.9,79.7,0.3,0.3,3.8,1.3,1.2,93.8,3.2,0.0,0.0,0.4,55.0,23.8,49.2,45.7,39.1,19.6,83.7,72.8,5.8,8.8,Gloucester High School,Lawrence High School,29729,89143,0.024,0.806,0.919,0.148,0.086,0.406,72574,44613,43321,20858,1099.0,11028.0
Andover-Gloucester,39.50518681,24.547384939302,Andover,Gloucester,2,42.657187,-71.155438,8,42.613438,-70.676187,90000.0,Andover,1070000.0,Gloucester,12.3,13.1,2.7,19.0,7.9,66.5,0.1,0.1,3.7,1.8,1.2,12.9,79.7,0.3,0.3,3.8,74.4,55.0,81.1,49.2,52.4,39.1,95.2,83.7,0.9,5.8,Andover High School,Gloucester High School,9735,29729,0.025,0.024,0.847,0.919,0.135,0.086,95600,72574,55457,43321,2376.6,1099.0
Rockport-Saugus,39.95558288,24.827248081289227,Rockport,Saugus,26,42.652187,-70.609562,30,42.460813,-71.022437,2520000.0,Rockport,2620000.0,Saugus,14.7,17.0,0.7,1.8,3.6,90.4,0.0,0.1,3.4,5.4,5.5,22.8,62.5,0.8,0.4,2.6,38.8,50.6,66.7,63.0,48.0,36.3,94.9,87.7,1.3,7.3,Rockport High School,Saugus High School,6992,28619,0.007,0.086,0.965,0.833,0.029,0.132,85208,88667,51122,39790,994.4,2467.0
Gloucester-Haverhill,40.15370062,24.95035273715314,Gloucester,Haverhill,8,42.613438,-70.676187,11,42.787188,-71.106938,1070000.0,Gloucester,1280000.0,Haverhill,13.1,17.2,1.8,1.2,12.9,79.7,0.3,0.3,3.8,5.2,1.8,40.9,49.7,0.2,0.1,2.1,55.0,48.4,49.2,56.9,39.1,28.5,83.7,80.4,5.8,7.7,Gloucester High School,Haverhill High School,29729,67787,0.024,0.232,0.919,0.697,0.086,0.107,72574,69426,43321,33918,1099.0,1846.5
Marblehead-Amesbury,40.32433291,25.056378726242865,Marblehead,Amesbury,17,42.492438,-70.869187,1,42.851062,-70.942437,1680000.0,Marblehead,70000.0,Amesbury,16.2,15.1,3.0,1.4,6.9,85.2,0.0,0.0,3.4,1.9,1.2,9.7,82.6,0.2,0.1,4.3,65.2,58.7,79.1,67.5,45.5,33.3,95.1,87.9,0.8,3.0,Marblehead High School,Amesbury High School,20441,17366,0.05,0.025,0.911,0.938,0.105,0.043,123333,82468,69148,42607,4515.5,1327.8
Saugus-Newburyport,40.73650971,25.312493514949253,Saugus,Newburyport,30,42.460813,-71.022437,23,42.813187,-70.886188,2620000.0,Saugus,2040000.0,Newburyport,17.0,14.0,5.4,5.5,22.8,62.5,0.8,0.4,2.6,0.9,1.9,4.3,90.3,0.0,0.0,2.6,50.6,62.0,63.0,81.5,36.3,43.4,87.7,94.6,7.3,0.5,Saugus High School,Newburyport High School,28619,18289,0.086,0.028,0.833,0.924,0.132,0.075,88667,109839,39790,64018,2467.0,2086.2
Amesbury-Swampscott,41.40360306,25.72700610367984,Amesbury,Swampscott,1,42.851062,-70.942437,31,42.479062,-70.920438,70000.0,Amesbury,2910000.0,Swampscott,15.1,16.8,1.9,1.2,9.7,82.6,0.2,0.1,4.3,3.7,2.7,12.1,78.1,0.2,0.0,3.1,58.7,68.8,67.5,77.5,33.3,37.1,87.9,95.7,3.0,0.6,Amesbury High School,Swampscott High School,17366,15111,0.025,0.025,0.938,0.917,0.043,0.129,82468,113407,42607,56405,1327.8,4560.1
Lynn-Amesbury,41.62872613,25.86689109358219,Lynn,Amesbury,14,42.476687,-70.943687,1,42.851062,-70.942437,1630000.0,Lynn,70000.0,Amesbury,15.4,15.1,8.2,7.5,67.9,13.0,0.3,0.0,3.1,1.9,1.2,9.7,82.6,0.2,0.1,4.3,23.3,58.7,41.1,67.5,27.8,33.3,79.0,87.9,13.7,3.0,Lynn Classical High School + Lynn English High School,Amesbury High School,101253,17366,0.428,0.025,0.359,0.938,0.367,0.043,56181,82468,26291,42607,8409.5,1327.8
Rockport-North Andover,41.79480076,25.970085084054105,Rockport,North Andover,26,42.652187,-70.609562,24,42.700563,-71.116563,2520000.0,Rockport,2110000.0,North Andover,14.7,18.0,0.7,1.8,3.6,90.4,0.0,0.1,3.4,2.9,7.6,13.5,72.5,0.1,0.1,3.3,38.8,80.0,66.7,83.0,48.0,48.4,94.9,97.3,1.3,0.3,Rockport High School,North Andover High School,6992,30915,0.007,0.076,0.965,0.811,0.029,0.119,85208,108070,51122,54939,994.4,1077.8
Gloucester-Methuen,42.62738086,26.487426371561423,Gloucester,Methuen,8,42.613438,-70.676187,19,42.733063,-71.171563,1070000.0,Gloucester,1810000.0,Methuen,13.1,18.3,1.8,1.2,12.9,79.7,0.3,0.3,3.8,3.8,3.7,46.0,42.6,0.1,0.1,3.9,55.0,46.2,49.2,60.0,39.1,29.0,83.7,93.2,5.8,2.7,Gloucester High School,Methuen High School,29729,53059,0.024,0.295,0.919,0.609,0.086,0.223,72574,77484,43321,35387,1099.0,2124.0
Rockport-Haverhill,43.31628238,26.915489928836628,Rockport,Haverhill,26,42.652187,-70.609562,11,42.787188,-71.106938,2520000.0,Rockport,1280000.0,Haverhill,14.7,17.2,0.7,1.8,3.6,90.4,0.0,0.1,3.4,5.2,1.8,40.9,49.7,0.2,0.1,2.1,38.8,48.4,66.7,56.9,48.0,28.5,94.9,80.4,1.3,7.7,Rockport High School,Haverhill High School,6992,67787,0.007,0.232,0.965,0.697,0.029,0.107,85208,69426,51122,33918,994.4,1846.5
Saugus-Amesbury,43.88408563,27.268306509975,Saugus,Amesbury,30,42.460813,-71.022437,1,42.851062,-70.942437,2620000.0,Saugus,70000.0,Amesbury,17.0,15.1,5.4,5.5,22.8,62.5,0.8,0.4,2.6,1.9,1.2,9.7,82.6,0.2,0.1,4.3,50.6,58.7,63.0,67.5,36.3,33.3,87.7,87.9,7.3,3.0,Saugus High School,Amesbury High School,28619,17366,0.086,0.025,0.833,0.938,0.132,0.043,88667,82468,39790,42607,2467.0,1327.8
Lawrence-Rockport,43.99453081,27.33693396290136,Lawrence,Rockport,13,42.691187,-71.145062,26,42.652187,-70.609562,1490000.0,Lawrence,2520000.0,Rockport,17.9,14.7,1.3,1.2,93.8,3.2,0.0,0.0,0.4,0.7,1.8,3.6,90.4,0.0,0.1,3.4,23.8,38.8,45.7,66.7,19.6,48.0,72.8,94.9,8.8,1.3,Lawrence High School,Rockport High School,89143,6992,0.806,0.007,0.148,0.965,0.406,0.029,44613,85208,20858,51122,11028.0,994.4
Andover-Rockport,44.64424277,27.740646256643792,Andover,Rockport,2,42.657187,-71.155438,26,42.652187,-70.609562,90000.0,Andover,2520000.0,Rockport,12.3,14.7,2.7,19.0,7.9,66.5,0.1,0.1,3.7,0.7,1.8,3.6,90.4,0.0,0.1,3.4,74.4,38.8,81.1,66.7,52.4,48.0,95.2,94.9,0.9,1.3,Andover High School,Rockport High School,9735,6992,0.025,0.007,0.847,0.965,0.135,0.029,95600,85208,55457,51122,2376.6,994.4
Rockport-Methuen,46.80348914,29.08233974307388,Rockport,Methuen,26,42.652187,-70.609562,19,42.733063,-71.171563,2520000.0,Rockport,1810000.0,Methuen,14.7,18.3,0.7,1.8,3.6,90.4,0.0,0.1,3.4,3.8,3.7,46.0,42.6,0.1,0.1,3.9,38.8,46.2,66.7,60.0,48.0,29.0,94.9,93.2,1.3,2.7,Rockport High School,Methuen High School,6992,53059,0.007,0.295,0.965,0.609,0.029,0.223,85208,77484,51122,35387,994.4,2124.0
